index,name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,constitution_save,intelligence_save,wisdom_save,history,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities/0/name,special_abilities/0/desc,special_abilities/0/attack_bonus,special_abilities/1/name,special_abilities/1/desc,special_abilities/1/attack_bonus,special_abilities/2/name,special_abilities/2/desc,special_abilities/2/attack_bonus,actions/0/name,actions/0/desc,actions/0/attack_bonus,actions/1/name,actions/1/desc,actions/1/attack_bonus,actions/1/damage_dice,actions/1/damage_bonus,actions/2/name,actions/2/desc,actions/2/attack_bonus,actions/2/damage_dice,actions/2/damage_bonus,actions/3/name,actions/3/desc,actions/3/attack_bonus,legendary_actions/0/name,legendary_actions/0/desc,legendary_actions/0/attack_bonus,legendary_actions/1/name,legendary_actions/1/desc,legendary_actions/1/attack_bonus,legendary_actions/2/name,legendary_actions/2/desc,legendary_actions/2/attack_bonus,url,medicine,religion,actions/0/damage_dice,dexterity_save,charisma_save,stealth,actions/3/damage_dice,actions/3/damage_bonus,actions/4/name,actions/4/desc,actions/4/attack_bonus,actions/5/name,actions/5/desc,actions/5/attack_bonus,actions/5/damage_dice,persuasion,insight,deception,actions/6/name,actions/6/desc,actions/6/attack_bonus,actions/6/damage_dice,arcana,actions/0/damage_bonus,athletics,acrobatics,special_abilities/2/damage_dice,special_abilities/0/damage_dice,strength_save,special_abilities/1/damage_dice,special_abilities/3/name,special_abilities/3/desc,special_abilities/3/attack_bonus,reactions/0/name,reactions/0/desc,reactions/0/attack_bonus,actions/4/damage_dice,actions/4/damage_bonus,actions/5/damage_bonus,survival,special_abilities/4/name,special_abilities/4/desc,special_abilities/4/attack_bonus,investigation,nature,special_abilities/5/name,special_abilities/5/desc,special_abilities/5/attack_bonus,intimidation,legendary_actions/3/name,legendary_actions/3/desc,legendary_actions/3/attack_bonus,legendary_actions/3/damage_dice,legendary_actions/4/name,legendary_actions/4/desc,legendary_actions/4/attack_bonus,performance
68,Cloaker,Large,aberration,,chaotic neutral,14,78,12d10,"10 ft., fly 40 ft.",17,15,12,13,12,14,,,,,,,,,,"darkvision 60 ft., passive Perception 11","Deep Speech, Undercommon",8,Damage Transfer,"While attached to a creature, the cloaker takes only half the damage dealt to it (rounded down). and that creature takes the other half.",0,False Appearance,"While the cloaker remains motionless without its underside exposed, it is indistinguishable from a dark leather cloak.",0,Light Sensitivity,"While in bright light, the cloaker has disadvantage on attack rolls and Wisdom (Perception) checks that rely on sight.",0,Multiattack,The cloaker makes two attacks: one with its bite and one with its tail.,0,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 10 (2d6 + 3) piercing damage, and if the target is Large or smaller, the cloaker attaches to it. If the cloaker has advantage against the target, the cloaker attaches to the target's head, and the target is blinded and unable to breathe while the cloaker is attached. While attached, the cloaker can make this attack only against the target and has advantage on the attack roll. The cloaker can detach itself by spending 5 feet of its movement. A creature, including the target, can take its action to detach the cloaker by succeeding on a DC 16 Strength check.",6,2d6,3,Tail,"Melee Weapon Attack: +6 to hit, reach 10 ft., one creature. Hit: 7 (1d8 + 3) slashing damage.",6,1d8,3,Moan,"Each creature within 60 feet of the cloaker that can hear its moan and that isn't an aberration must succeed on a DC 13 Wisdom saving throw or become frightened until the end of the cloaker's next turn. If a creature's saving throw is successful, the creature is immune to the cloaker's moan for the next 24 hours.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/68,,,,,,5,,,Phantasms (Recharges after a Short or Long Rest),"The cloaker magically creates three illusory duplicates of itself if it isn't in bright light. The duplicates move with it and mimic its actions, shifting position so as to make it impossible to track which cloaker is the real one. If the cloaker is ever in an area of bright light, the duplicates disappear.
Whenever any creature targets the cloaker with an attack or a harmful spell while a duplicate remains, that creature rolls randomly to determine whether it targets the cloaker or one of the duplicates. A creature is unaffected by this magical effect if it can't see or if it relies on senses other than sight.
A duplicate has the cloaker's AC and uses its saving throws. If an attack hits a duplicate, or if a duplicate fails a saving throw against an effect that deals damage, the duplicate disappears.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Cloud Giant,Huge,giant,,neutral good (50%) or neutral evil (50%),14,200,16d12,40 ft.,27,10,22,12,16,16,10,,7,,7,,,,,passive Perception 17,"Common, Giant",9,Keen Smell,The giant has advantage on Wisdom (Perception) checks that rely on smell.,0,Innate Spellcasting,"The giant's innate spellcasting ability is Charisma. It can innately cast the following spells, requiring no material components:

At will: detect magic, fog cloud, light
3/day each: feather fall, fly, misty step, telekinesis
1/day each: control weather, gaseous form",0,,,,Multiattack,The giant makes two morningstar attacks.,0,Morningstar,"Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 21 (3d8 + 8) piercing damage.",12,3d8,8,Rock,"Ranged Weapon Attack: +12 to hit, range 60/240 ft., one target. Hit: 30 (4d10 + 8) bludgeoning damage.",12,4d10,8,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/69,,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Cockatrice,Small,monstrosity,,unaligned,11,27,6d6,"20 ft., fly 40 ft.",6,12,12,2,13,5,,,,,,,,,,"darkvision 60 ft., passive Perception 11",,0.5,,,,,,,,,,Bite,"Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw against being magically petrified. On a failed save, the creature begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified for 24 hours.",3,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/70,,,1d4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Commoner,Medium,humanoid,any race,any alignment,10,4,1d8,30 ft.,10,10,10,10,10,10,,,,,,,,,,passive Perception 10,any one language (usually Common),0,,,,,,,,,,Club,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.",2,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/71,,,1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Constrictor Snake,Large,beast,,unaligned,12,13,2d10,"30 ft., swim 30 ft.",15,14,12,1,10,3,,,,,,,,,,"blindsight 10 ft., passive Perception 10",,0.25,,,,,,,,,,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage.",4,Constrict,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 14). Until this grapple ends, the creature is restrained, and the snake can't constrict another target.",4,1d8,2,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/72,,,1d6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Copper Dragon Wyrmling,Medium,dragon,,chaotic good,16,22,4d8,"30 ft., climb 30 ft., fly 60 ft.",15,12,13,14,11,13,3,,2,,4,,,acid,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,1,,,,,,,,,,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage.",4,Breath Weapons (Recharge 5-6),"The dragon uses one of the following breath weapons.
Acid Breath. The dragon exhales acid in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 18 (4d8) acid damage on a failed save, or half as much damage on a successful one.
Slowing Breath. The dragon exhales gas in a 1 5-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",0,4d8,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/73,,,1d10,3,3,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Couatl,Medium,celestial,,lawful good,19,97,13d8,"30 ft., fly 90 ft.",16,20,17,18,20,18,5,,7,,,,radiant,"psychic; bludgeoning, piercing, and slashing from nonmagical weapons",,"truesight 120 ft., passive Perception 15","all, telepathy 120 ft.",4,Innate Spellcasting,"The couatl's spellcasting ability is Charisma (spell save DC 14). It can innately cast the following spells, requiring only verbal components:

At will: detect evil and good, detect magic, detect thoughts
3/day each: bless, create food and water, cure wounds, lesser restoration, protection from poison, sanctuary, shield
1/day each: dream, greater restoration, scrying",0,Magic Weapons,The couatl's weapon attacks are magical.,0,Shielded Mind,"The couatl is immune to scrying and to any effect that would sense its emotions, read its thoughts, or detect its location.",0,Bite,"Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. Hit: 8 (1d6 + 5) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 24 hours. Until this poison ends, the target is unconscious. Another creature can use an action to shake the target awake.",8,Constrict,"Melee Weapon Attack: +6 to hit, reach 10 ft., one Medium or smaller creature. Hit: 10 (2d6 + 3) bludgeoning damage, and the target is grappled (escape DC 15). Until this grapple ends, the target is restrained, and the couatl can't constrict another target.",6,2d6,3,Change Shape,"The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice).
In a new form, the couatl retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and other actions are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks. If the new form has a bite attack, the couatl can use its bite in that form.",0,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/74,,,1d6,,6,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Crab,Tiny,beast,,unaligned,11,2,1d4,"20 ft., swim 20 ft.",2,11,10,1,8,2,,,,,,,,,,"blindsight 30 ft., passive Perception 9",,0,Amphibious,The crab can breathe air and water.,0,,,,,,,Claw,"Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 bludgeoning damage.",0,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/75,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Crocodile,Large,beast,,unaligned,12,19,3d10,"20 ft., swim 20 ft.",15,10,13,2,10,5,,,,,,,,,,passive Perception 10,,0.5,Hold Breath,The crocodile can hold its breath for 15 minutes.,0,,,,,,,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the crocodile can't bite another target",4,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/76,,,1d10,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Cult Fanatic,Medium,humanoid,any race,any non-good alignment,13,22,6d8,30 ft.,11,14,12,10,13,14,,,,,,,,,,passive Perception 11,any one language (usually Common),2,Dark Devotion,The fanatic has advantage on saving throws against being charmed or frightened.,0,Spellcasting,"The fanatic is a 4th-level spellcaster. Its spell casting ability is Wisdom (spell save DC 11, +3 to hit with spell attacks). The fanatic has the following cleric spells prepared:

Cantrips (at will): light, sacred flame, thaumaturgy
- 1st level (4 slots): command, inflict wounds, shield of faith
- 2nd level (3 slots): hold person, spiritual weapon",0,,,,Multiattack,The fanatic makes two melee attacks.,0,Dagger,"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.",4,1d4,2,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/77,,2,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Cultist,Medium,humanoid,any race,any non-good alignment,12,9,2d8,30 ft.,11,12,10,10,11,10,,,,,,,,,,passive Perception 10,any one language (usually Common),0.125,Dark Devotion,The cultist has advantage on saving throws against being charmed or frightened.,0,,,,,,,Scimitar,"Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) slashing damage.",3,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/78,,2,1d6,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Darkmantle,Small,monstrosity,,unaligned,11,22,5d6,"10 ft., fly 30 ft.",16,12,13,2,10,5,,,,,,,,,,"blindsight 60 ft., passive Perception 10",,0.5,Echolocation,The darkmantle can't use its blindsight while deafened.,0,False Appearance,"While the darkmantle remains motionless, it is indistinguishable from a cave formation such as a stalactite or stalagmite.",0,,,,Crush,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d6 + 3) bludgeoning damage, and the darkmantle attaches to the target. If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way.
While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit from any bonus to its speed, and it moves with the target.
A creature can detach the darkmantle by making a successful DC 13 Strength check as an action. On its turn, the darkmantle can detach itself from the target by using 5 feet of movement.",5,Darkness Aura (1/day),"A 15-foot radius of magical darkness extends out from the darkmantle, moves with it, and spreads around corners. The darkness lasts as long as the darkmantle maintains concentration, up to 10 minutes (as if concentrating on a spell). Darkvision can't penetrate this darkness, and no natural light can illuminate it. If any of the darkness overlaps with an area of light created by a spell of 2nd level or lower, the spell creating the light is dispelled.",0,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/79,,,1d6,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Death Dog,Medium,monstrosity,,neutral evil,12,39,6d8,40 ft.,15,14,14,3,13,6,,,,,5,,,,,"darkvision 120 ft., passive Perception 15",,1,Two-Headed,"The dog has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, or knocked unconscious.",0,,,,,,,Multiattack,The dog makes two bite attacks.,0,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the creature must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. This reduction lasts until the disease is cured. The creature dies if the disease reduces its hit point maximum to 0.",4,1d6,2,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/80,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Deep Gnome (Svirfneblin),Small,humanoid,gnome,neutral good,15,16,3d6,20 ft.,15,14,14,12,10,9,,,,,2,,,,,"darkvision 120 ft., passive Perception 12","Gnomish, Terran, Undercommon",0.5,Stone Camouflage,The gnome has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,0,Gnome Cunning,"The gnome has advantage on Intelligence, Wisdom, and Charisma saving throws against magic.",0,Innate Spellcasting,"The gnome's innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components:
At will: nondetection (self only)
1/day each: blindness/deafness, blur, disguise self",0,War Pick,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",4,Poisoned Dart,"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success",4,1d4,2,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/81,,,1d8,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
82,Deer,Medium,beast,,unaligned,13,4,1d8,50 ft.,11,16,11,2,14,5,,,,,,,,,,passive Perception 12,,0,,,,,,,,,,Bite,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage.",2,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/82,,,1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Deva,Medium,celestial,,lawful good,17,136,16d8,"30 ft., fly 90 ft.",18,18,18,17,20,20,,,9,,9,,"radiant; bludgeoning, piercing, and slashing from nonmagical weapons",,"charmed, exhaustion, frightened","darkvision 120 ft., passive Perception 19","all, telepathy 120 ft.",10,Angelic Weapons,"The deva's weapon attacks are magical. When the deva hits with any weapon, the weapon deals an extra 4d8 radiant damage (included in the attack).",0,Innate Spellcasting,"The deva's spellcasting ability is Charisma (spell save DC 17). The deva can innately cast the following spells, requiring only verbal components:
At will: detect evil and good
1/day each: commune, raise dead",0,Magic Resistance,The deva has advantage on saving throws against spells and other magical effects.,0,Multiattack,The deva makes two melee attacks.,0,Mace,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 18 (4d8) radiant damage.",8,1d6 + 4d8,4,Healing Touch (3/Day),"The deva touches another creature. The target magically regains 20 (4d8 + 2) hit points and is freed from any curse, disease, poison, blindness, or deafness.",0,,,Change Shape,"The deva magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the deva's choice).
In a new form, the deva retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and special senses are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/83,,,,,9,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Dire Wolf,Large,beast,,unaligned,14,37,5d10,50 ft.,17,15,15,3,12,7,,,,,3,,,,,passive Perception 13,,1,Keen Hearing and Smell,The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,Pack Tactics,The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,,,,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",5,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/84,,,2d6,,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Djinni,Large,elemental,,chaotic good,17,161,14d10,"30 ft., fly 90 ft.",21,15,22,15,16,20,,,7,,,,,"lightning, thunder",,"darkvision 120 ft., passive Perception 13",Auran,11,Elemental Demise,"If the djinni dies, its body disintegrates into a warm breeze, leaving behind only equipment the djinni was wearing or carrying.",0,Innate Spellcasting,"The djinni's innate spellcasting ability is Charisma (spell save DC 17, +9 to hit with spell attacks). It can innately cast the following spells, requiring no material components:

At will: detect evil and good, detect magic, thunderwave 3/day each: create food and water (can create wine instead of water), tongues, wind walk
1/day each: conjure elemental (air elemental only), creation, gaseous form, invisibility, major image, plane shift",0,Variant: Genie Powers,"Genies have a variety of magical capabilities, including spells. A few have even greater powers that allow them to alter their appearance or the nature of reality.

Disguises.
Some genies can veil themselves in illusion to pass as other similarly shaped creatures. Such genies can innately cast the disguise self spell at will, often with a longer duration than is normal for that spell. Mightier genies can cast the true polymorph spell one to three times per day, possibly with a longer duration than normal. Such genies can change only their own shape, but a rare few can use the spell on other creatures and objects as well.
Wishes.
The genie power to grant wishes is legendary among mortals. Only the most potent genies, such as those among the nobility, can do so. A particular genie that has this power can grant one to three wishes to a creature that isn't a genie. Once a genie has granted its limit of wishes, it can't grant wishes again for some amount of time (usually 1 year). and cosmic law dictates that the same genie can expend its limit of wishes on a specific creature only once in that creature's existence.
To be granted a wish, a creature within 60 feet of the genie states a desired effect to it. The genie can then cast the wish spell on the creature's behalf to bring about the effect. Depending on the genie's nature, the genie might try to pervert the intent of the wish by exploiting the wish's poor wording. The perversion of the wording is usually crafted to be to the genie's benefit.",0,Multiattack,The djinni makes three scimitar attacks.,0,Scimitar,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage plus 3 (1d6) lightning or thunder damage (djinni's choice).",9,2d6 + 1d6,5,Create Whirlwind,"A 5-foot-radius, 30-foot-tall cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be restrained by it. The djinni can move the whirlwind up to 60 feet as an action, and creatures restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it.
A creature can use its action to free a creature restrained by the whirlwind, including itself, by succeeding on a DC 18 Strength check. If the check succeeds, the creature is no longer restrained and moves to the nearest space outside the whirlwind.",0,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/85,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
